merged_gdp_sentiment_data
DATE,gdp_growth,sentiment_quarterly
2000-01-01,,-3.233333333333330
2000-04-01,0.7977487808022100,-0.5333333333333330
2000-07-01,0.07304914490706690,0.9000000000000000
2000-10-01,-0.42584501358002800,0.43333333333333300
2001-01-01,2.123041137368540,-4.5
2001-04-01,-0.25125217012823600,-13.300000000000000
2001-07-01,0.0,-16.900000000000000
2001-10-01,-0.31185844569461300,-22.066666666666700
2002-01-01,-0.46628086379122400,-19.066666666666700
2002-04-01,0.38684422142452000,-15.166666666666700
2002-07-01,0.6864196774519110,-16.066666666666700
2002-10-01,-0.27508408482036500,-16.100000000000000
2003-01-01,-1.3582203164238400,-17.2
2003-04-01,0.145889544621447,-18.5
2003-07-01,0.910522864932628,-16.433333333333300
2003-10-01,0.12032407371604900,-11.5
2004-01-01,-0.15321115662507700,-9.4
2004-04-01,0.5897221129991910,-7.666666666666670
2004-07-01,-0.323042856560829,-5.733333333333330
2004-10-01,-0.03599903477280450,-5.566666666666670
2005-01-01,0.1590735211310700,-7.7
2005-04-01,0.5994434793101580,-10.766666666666700
2005-07-01,0.7865530748126790,-7.733333333333330
2005-10-01,0.37838680445552200,-4.366666666666670
2006-01-01,1.1160928598538300,-0.10000000000000000
2006-04-01,1.712488628814240,4.433333333333330
2006-07-01,0.7559301538770050,6.766666666666670
2006-10-01,1.4664098283410800,11.066666666666700
2007-01-01,0.1316549686842360,9.466666666666670
2007-04-01,0.6601176160607290,9.233333333333330
2007-07-01,0.5112755759393520,8.433333333333330
2007-10-01,0.740909450433036,7.0
2008-01-01,0.5873204358928690,5.233333333333330
2008-04-01,-0.3601281297977540,1.7
2008-07-01,-0.5476566755983180,-6.533333333333330
2008-10-01,-1.552856303748660,-27.633333333333300
2009-01-01,-4.687180405088580,-40.266666666666700
2009-04-01,0.246476324324707,-37.43333333333330
2009-07-01,0.6205519465079860,-26.7
2009-10-01,0.7679741630208350,-18.733333333333300
2010-01-01,0.7273645466908670,-12.200000000000000
2010-04-01,2.16668137720073,-1.5666666666666700
2010-07-01,0.964990162431123,5.666666666666670
2010-10-01,0.6557097004274320,8.366666666666670
2011-01-01,1.8078979175993400,9.866666666666670
2011-04-01,0.27112606078942800,10.366666666666700
2011-07-01,0.540771119115635,5.033333333333330
2011-10-01,-0.010754013777492000,-0.6333333333333330
2012-01-01,0.21246978878521900,-0.8000000000000000
2012-04-01,0.10736771880082200,-3.766666666666670
2012-07-01,0.20374027368248400,-10.1
2012-10-01,-0.29964681398581000,-12.233333333333300
2013-01-01,-0.5528703868991630,-7.8
2013-04-01,1.1658129181371300,-7.066666666666670
2013-07-01,0.5121535605608690,-3.4000000000000000
2013-10-01,0.14862846759231600,0.7333333333333330
2014-01-01,1.0440592268960800,0.8666666666666670
2014-04-01,-0.020988210450212400,0.0
2014-07-01,0.5560819254433640,-3.033333333333330
2014-10-01,0.7616863951976250,-5.1000000000000000
2015-01-01,-0.2174119621047300,-1.7
2015-04-01,0.5188835431457540,-0.8333333333333330
2015-07-01,0.5368617133856280,-1.4666666666666700
2015-10-01,0.5134485315596790,-3.0
2016-01-01,0.878687278539747,-3.9333333333333300
2016-04-01,0.22280000576182500,-2.1666666666666700
2016-07-01,0.35367537984309900,-1.4333333333333300
2016-10-01,0.4632033189352350,1.1000000000000000
2017-01-01,1.297996694283770,3.9333333333333300
2017-04-01,0.7124556186834720,8.766666666666670
2017-07-01,0.7958257508413840,11.466666666666700
2017-10-01,1.0137414763949000,13.733333333333300
2018-01-01,-0.5524644612867720,12.733333333333300
2018-04-01,0.7859609304567310,11.866666666666700
2018-07-01,-0.6546742243945800,9.700000000000000
2018-10-01,0.4457886444696020,5.8
2019-01-01,0.6560505999294810,0.16666666666666700
2019-04-01,0.05750528519055110,-6.433333333333330
2019-07-01,0.38319190604370100,-12.633333333333300
2019-10-01,-0.3340032190534030,-14.6
2020-01-01,-2.0298791081416700,-12.800000000000000
2020-04-01,-8.874123750582750,-29.03333333333330
2020-07-01,8.676540818218290,-10.866666666666700
2020-10-01,0.9671371754385040,-2.5333333333333300
2021-01-01,-0.6157737366024990,6.7
2021-04-01,2.3505028183922400,16.933333333333300
2021-07-01,0.08647999987385640,23.100000000000000
2021-10-01,0.5376401262900730,21.900000000000000
2022-01-01,0.6779993475577010,19.966666666666700
2022-04-01,0.15175180000153200,14.833333333333300
2022-07-01,0.29358898940266,7.966666666666670
2022-10-01,-0.3493823209833710,3.5
2023-01-01,-0.47142456708002500,1.9333333333333300
2023-04-01,-0.07618258456483230,-5.3
2023-07-01,1.30303651868502E-05,-14.333333333333300
2023-10-01,-0.2763218880267090,-14.833333333333300
2024-01-01,-0.1074847739703340,-17.066666666666700
2024-04-01,-0.2582488756304510,-17.900000000000000
2024-07-01,0.019173247470760700,-20.600000000000000
2024-10-01,0.18217649380398700,-24.8
